hash	mode	wlhash	stabilized_at	cpu_time_s	max_mem_kib	local	isohash	family	result	clauses	variables	bytes	cls1	cls2	cls3	cls4	cls5	cls6	cls7	cls8	cls9	cls10p	horn	invhorn	positive	negative
4a5a2baf6c2e36e317eec68d9136774a	none	9d3ab93e78a4ce69	NA	1583.56	1243112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a5b0877ba84aec34ffd4ac2c46885c7	none	7df5d7c2ccb2f64f	63	24.7201	28160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6268945652964c9b86b7c15425c0fe	none	a50861a1ef1fd3b8	NA	1481.9	1123656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6303fcc6f5c42916c9e15214697c23	none	ea01b82a3e78446d	4	0.067107	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a640e251a8ee7cc86a6b5c89747cafa	none	720a1e309435ce00	3	0.203983	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6455401efd03c7b6df67be7cccf13f	none	310ab6b531528f01	22	9.79617	33280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a669e0b7acaad9901925292aa5aeccd	none	5751cf7bcca3df17	20	120.975	343312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6798e1b043f81b71db5734e0a128a3	none	dd285acd0725c175	6	15.8987	140536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a679a338c9043455e47fbb3747d3291	none	79f255a8a02e57e3	4	0.382767	11520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6a4f1f6c0d5adc639e823d1516ace5	none	18592716fd32efa4	59	349.509	479392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6a797c6b4a8055d10b74edda9a5e30	none	0f87303086ccd07f	10	6.43087	43252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a6e051d08d78b8df7663427bbcf84cd	none	33657cef650568db	5	0.064305	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a70561e8ea18539a843133cc69804a2	none	73005800b486d1ce	3	0.302869	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a70ef09ed1fb89887c241c6ee739641	none	6a83016d9de02bbe	24	46.9873	116116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a711d85f7e3235ff626ce769300f57c	none	4a7572605f67232f	NA	159.691	114516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a74a9c7d31ef48049cd5583f4382625	none	fe6bdd622cc04259	26	1.91735	11520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a75559beb84f0d7bfca8d699593370a	none	53db9c43cef16882	22	1.18387	8960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a76dcbbf4a3c1971fbb8072d9b003b8	none	1891916ee10e99fa	4	0.030916	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a7787d8a9e416c9a9b66b3230834b1e	none	755b899c0058fdc1	NA	739.025	647128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a78767c3a867d3b1b8381edb4f650ea	none	47ea44a8b651dc27	6	3.56451	21676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a78e8278caab52d8a1edef308f1ef56	none	640a5d6aede49e37	15	11.8818	52128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a78eead066517a4714084a55c8f9b48	none	0b6e5927223a091a	3	0.145319	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a7e3472982f05f478330e647267d5af	none	ade2a2e618ac335a	5	0.066158	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a7f014abe18066048f43287cdb74c6f	none	4a9b8ea13dfb4408	10	0.231935	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a803244add25e6863bbd7b377099ea5	none	8f6f85aad095b8e7	15	15.6833	83520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a8285a53f30b35016b0c85ea17ba155	none	6e4ad0b0fe517aac	68	106.775	129344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a856d2220ec7f179b2b34ae07a9c2cc	none	f92e1c6e05b9f133	24	59.0733	168544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a85e090bda23cef9bf2aed55d489ab6	none	e57d962fec351b68	7	2.94267	11520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a874e7cb128682acb6125d092d787d2	none	8079236ce299d895	24	49.9228	134496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a8c05cd6f5d7129930d5789d16bd326	none	87a7ceb0a79295d4	24	58.6832	154164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a8c288f022427def3985c04ba1454f8	none	71cd2ea62fba2234	NA	2072.84	1398448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a934164bcc79393097469f805a9e871	none	d75126fed0042af2	20	1.05256	8960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a94b67c9c3740f8d8ea0abe26f15c28	none	84e5733fe78d93f9	10	2.12775	17920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4a9a964cb141bb451370c7460958c194	none	7c8ce011fa1bd255	6	0.05795	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa0bf27b1c0feff5dc6c66cc49f4ccf	none	b18bcc1eea04554e	66	102.869	123960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa1d6c85d22652fcd704540ac0ba663	none	0805b3c3ff5bcc1d	8	289.924	2226288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa209b41f66d076905c3847272790a5	none	64608fcd149c7306	2	3.34357	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa415a6fc0bf17a0b448f3a261cdd78	none	58d14c4f33f3d6a5	24	82.1175	214008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa434e29541480b1e14e57ee405be9c	none	75f3a1ccbc001cb3	24	60.8209	136256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa519272cda4d6d2e2a155a3b0a5a50	none	fb1c20daa5d61e36	24	56.1713	156444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa64a4d54295cc3baecaef5ad20cd1e	none	ff3b235862933ec7	24	98.9144	244004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa68f7a7ba98463f79b6fed73796d18	none	1b0e07a4088c2c7f	9	29.4596	230688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aa77c53100ff00c883c8f6f9769ad36	none	7d8eeca5da48b03e	24	67.4028	186448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ab0b18400b3cab22e3d6a3bb1114bf8	none	99d731c56b2fdb03	13	3.76511	26372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ab31f42fda8f9e38e546fc3a6ed3341	none	58a061f1584697ba	28	9.15633	26156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ab980fa952db9fa413647831229e311	none	b9241d002aedd478	42	32.2177	53772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac0184f0d0040b78fe000e8fea5ee7b	none	174daa52f4151d67	24	27.6261	84880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac0c2e79f693dc3fdfe2e4398dd83f5	none	acba082695dc27a0	21	1.1246	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac2006530cd01072a8c157b3a052f4b	none	a305a9a5a3c884f8	6	0.053851	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac2811b369622170cb9b3a930b4854a	none	02c80ba8d56fa3e9	NA	78.6112	57484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac83e38e37ba9cb84be4a28f798c964	none	94a4c0ba041581eb	4	0.317802	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ac986f07862e250e06ce167165a9fd7	none	3c125e9eb90e6b59	24	62.3528	159680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4acc9acd0e8fc573d606c47fd04d1ba8	none	7a00689915f420dd	NA	1614.56	1332200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4acce7e8d15404b589d91918d40a13af	none	ad6a97fb2ae233c0	6	2.83717	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4acd90c4004c7ce4a86f287cfdfeed9b	none	b253a898ae4c16d9	63	25.6411	31592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ad76bbe174a9eb24b5ec2de1354b83b	none	NA	NA	12006.7	41633932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ad95dfd5faac58c7daca209afb15158	none	b1f8ee332a019713	24	112.283	283268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4adab7360b401737ba6c2064465d93f8	none	42a8ea31ba2293c0	24	67.0307	171524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4adbd5282c4d2192bb35e2fab43f9f4c	none	e3e994a902d47f56	22	89.8444	225648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4adc1e755caaabac57763acbabbc628d	none	a967f1abd975ba84	5	0.019001	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4adccdf0e31a03ee657470e11399ef08	none	3ea99f3d885d4b1c	4	4.7654	48580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4addc1f6df01bd34b4ee95a503a4251f	none	c49512a748f7f5ba	3	0.205572	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4adf361ed46d2be3a0a325600977ca7b	none	5f168fecfeb075da	68	154.307	141104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae1045dab5084d4e1199f48f9598f38	none	b059e2e77e7f4886	3	0.113268	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae4df72bf3703f0fbe505e13bdae54e	none	bf50b7aec440ff5c	6	4.48042	57644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae5b73aaa93bfd905218106eb4ca28a	none	353c2cc3b8965c1f	33	33.1147	91652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae685a11b5cecca76dc3d463481ce92	none	d77a8f9a76f99388	6	0.141692	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae93ced0db4074eee08bf315a783d60	none	16e3bbe200d8e975	4	0.097186	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4ae9c039aac4244fe13136c2add78ad2	none	df7b753c4d4f2e85	7	0.203517	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aed728c657fb7a0da08a968f5d26c39	none	627bbb6dcd96a06c	58	21.2253	28160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aeee81c2551fd545429c7f01855d623	none	b44bbba1ce91402e	6	0.411856	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aef0fcaac1c251cf5c1b27eb8462e5e	none	978f05a61c8a520a	5	0.087651	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4aefca6cd9d84aa74769c8a240642ccf	none	91f65d492b71df90	4	1.13393	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4af0fbe3087b6e3ad54177e16b85ed06	none	685dc779898fbd41	4	7.95283	95156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4af58e92767929a7b5b9422be032c83a	none	d0af0bc30822ba8d	24	54.3838	138748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4afc0b202169999e04845dcffae3750e	none	233fcf35bb75f416	6	0.548241	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4afd946cbaa6f41aa61dda47347dc973	none	7086d92c2bfed34f	5	0.047537	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4afe58f1411a91caffdaf28eb24db279	none	7732bd39b0500e51	NA	457.974	369168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b0461152948b2c9b8ac153ec34fd45a	none	3084eb0b7b9665b0	4	0.053383	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b06a54c94762b8ba07c30cf04442f39	none	9b88c59c3e772634	4	0.086192	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b082506d1c282cb539fa3ee652d2e69	none	87cc91129f0af018	74	418.125	376176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b09c4fb82b0ae819b7f3766d9b7dcf1	none	22a41e957d813e01	12	0.502794	8960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b0afcc5aedad542ee87820713ed3157	none	c6e7894cdb7ee900	1	0.016687	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b0b996a1c2d3d6b9770cdc78cf89434	none	4ba371f170ba2e66	3	0.178253	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b0cea392c0f3585783e5d7568fdfef5	none	abde43897a408394	3	0.352565	12748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b13e8ad689a7d67e111c7857ec01882	none	8efe1532f0a974d5	88	257.288	172276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b13f0113d62b2486f1d625f3f85ed16	none	eb069f509c7ea919	24	0.313189	6400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b1777da9c1a70b4b9c1b472cbeb952a	none	bb506762d5309ac4	NA	4682.42	2257936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b182e9cf1a390d092c143d19f89b39a	none	786eaee9f160b8d9	24	60.9572	170164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b19f9a813eb2b9eb51fadc4a9749999	none	8dae215c2e9d5155	24	62.9385	165536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b1ce7c827fb068a27d4abb9788fa545	none	1fb86be0c5e42972	5	0.049723	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b1e4b12d334d45272f298cab795b9a3	none	c4bea4b6192a8778	24	54.1956	143696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b1f3fc17d53cfece8f9624c32d5d823	none	2c0417f75fef3794	47	7.32042	14080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b204d3a5823d1d95d5b2c80044ef8c5	none	2034418f18a41e82	4	0.851417	11816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b23ab2cc2fc9429a213cc6712919cc3	none	9066bd70052078b9	4	0.304828	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2574b3acacaee864ec7462c6004630	none	e5dd240bc74f3d70	14	1.40878	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b25f5c5c87ddb097104b31112b73a92	none	4804374334c178d4	22	52.7094	142456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2776294d2545b8b2bc4a9502d7c83e	none	7035ca9f9e1f0460	28	1.80366	8960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2b1aade4df6a980d7c5510a9532215	none	99ecc45ca299d150	NA	1675.67	1340308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2b448dca3ab2e70dc5344d1e142154	none	1c247e6127a3bbf4	98	979.391	634284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2d287cb337d808ec08465c79db5606	none	6df906ea0d7e5390	6	0.427071	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2eed4db09145b25fd45fbc99e6bc5a	none	9acfc9bc5fd40168	5	0.04631	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b2fcd828b7c48baafce486f2eb4b31f	none	e75d8c280cbdc615	4	0.176357	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b33ffb9dac24c9c4eb5b71798bc5421	none	d25bf3a5b0e5b388	36	69.6508	127972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b36348f21d1d290bfee9c9fd6214552	none	b7543be788136be7	5	0.015307	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b377926f2057947d8c3615da7068f0e	none	9405e68c75e83869	8	0.074116	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b399fa781b5d267d61f651b750f1bc8	none	2db97e9f6e6ecc30	NA	2788.04	2157400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b3ac9685ff0aacd16ca386ec920c0ca	none	d205c6962a09c334	14	106.807	476212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b3bfeb960a3addc0214bfd89deaa519	none	7534e02f2d1d2ce7	7	3.15684	21576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b3c7fb5a7b24f2680395176380ec8e3	none	9d30bb4df2ddc492	NA	147.27	99484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b3e171e0319e464ff12b8811fb362ff	none	b29c8b85fbc6b77c	24	54.1408	144960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b45bebcc3f810b25cca2d16a1ff2084	none	9ae192d985820205	22	103.633	276572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b47b9671629d9d5c582144e83b8c7c1	none	b14dde439a60a5e6	4	1.6196	19200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b4d1ed37d7790a55c5daf15aa45b069	none	a89a3b35bdd2f806	63	34.2026	37428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b4e459d9a71d250894ba923b7def3ca	none	b2a8262d5a3fb0b7	NA	2215.61	1521844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b4ec37ea04aba42432fcfd34a51c397	none	265ac9dd3d21aa20	44	28.4612	46212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b50bd070bb92b84addf60406c0b17fa	none	1fd3094c432c32dd	20	2.01155	12800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b52babff4fc7a1682ba5b2ce089e689	none	4aafc792a1d7f4b8	7	1.58459	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b5325d0abaf5cf34703aa590b273f2d	none	f3a7c48306335a20	24	60.9986	142860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b537d3c18082eb884bf9429b8146214	none	f5e8cba59a16d708	NA	3852.32	2455668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b57f6fbf2fd991beabb6dabdb6b1440	none	69cee18c66ae4854	44	26.8281	48472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b589f190982bb0daf691cfbebaf48af	none	9cda0246be1a7947	24	63.1877	149712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b5a1b8f1d493c1b7ccf2a5026b0db3f	none	cfb353b32848e181	5	0.03068	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b5e0df8a79604e53373b9980f0ae403	none	4f170bfeec7d93b7	63	23.9204	27496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b65652b89a4cf69d9aaeba0aff08ffe	none	21fdd5677443e67b	32	92.4282	214064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b6b05d08fe6a8471e13bce6082dc6cc	none	1a9086d6b799dba1	24	45.9182	122788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4b6bd068f543ab216fb795fb1a2e6290	none	5826c8d82d6af59a	24	55.6918	157132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
