local	hash	isohash	family	result	track	clauses	variables	bytes	cls1	cls2	cls3	cls4	cls5	cls6	cls7	cls8	cls9	cls10p	horn	invhorn	positive	negative
/nfs/share/instances/gbd/cnf/02223564bd2f5c20768e63cf28c785e3-mp1-squ_ali_s10x10_c39_abio_SAT.cnf.xz	02223564bd2f5c20768e63cf28c785e3	d2b06175765e907d90d9161bbddffd9d	cardinality-constraints	sat	anni_2022	5207	1672	70414	0	3150	1692	365	0	0	0	0	0	0	4025	4326	285	6
/nfs/share/instances/gbd/cnf/02257f12aa71e6622d2bf4d0f7111ebf-sgen1-unsat-139-100.cnf.mis-105.debugged.cnf.xz	02257f12aa71e6622d2bf4d0f7111ebf	aecc45e149cf2ad6586239f232120997	sgen	unknown	anni_2022	29649	14841	460451	104	15089	14456	0	0	0	0	0	0	0	29435	15053	214	244
/nfs/share/instances/gbd/cnf/0225fa9581c622e5abbc8497a97edf4e-fla-qhid-360-4.cnf.xz	0225fa9581c622e5abbc8497a97edf4e	30dfd5c7238bcea13fc5bd88909095cd	random-planted-solution	sat	random_2018	1980	360	28901	0	0	1980	0	0	0	0	0	0	0	1012	968	249	251
/nfs/share/instances/gbd/cnf/0227c865edaeda75e13eea36d57b7eed-sdiv40prop.cnf.xz	0227c865edaeda75e13eea36d57b7eed	bfe345984ddb73ac61b7214bfd90ceca	bitvector	unknown	anni_2022	63836	21554	1013739	1	42556	21279	0	0	0	0	0	0	0	45246	32854	9742	28293
/nfs/share/instances/gbd/cnf/022b841952d37f0d6a0d050c9b4b0071-goldb-heqc-i8mul.cnf.xz	022b841952d37f0d6a0d050c9b4b0071	6caebead460ed943af79cd97e2743bfc	miter	unsat	anni_2022	91139	14524	1884521	0	20982	42612	0	27544	0	0	0	0	1	24113	53416	23466	7210
/nfs/share/instances/gbd/cnf/022d902dc901cc9dbcb9e9af8b6728e2-56-123511.cnf.xz	022d902dc901cc9dbcb9e9af8b6728e2	488c257fe21c58908d38c57f0a673a90	station-repacking	unknown	None	681668	28540	10480008	3	680338	1	1	4	2	0	9	3	1307	680341	1330	1330	680338
/nfs/share/instances/gbd/cnf/022d99ed11a6bbad03a8d07be558411b-55-112996.cnf.xz	022d99ed11a6bbad03a8d07be558411b	b092dd4339f8a850a32ca212066c5c90	station-repacking	unknown	None	574830	26225	8808456	3	573612	1	1	4	2	0	9	4	1194	573615	1218	1218	573612
/nfs/share/instances/gbd/cnf/022dc7e9935f3570c088db58bd84b2c6-mrpp_6x6#12_8.cnf.xz	022dc7e9935f3570c088db58bd84b2c6	68f50c692593bc25e0beaacb7ec16ba9	planning	unsat	anni_2022	25537	3893	417632	280	11592	8456	4516	693	0	0	0	0	0	21820	4069	289	10337
/nfs/share/instances/gbd/cnf/022e05157f3057a9888a85eb94a26d3a-unif-k3-r4.25-v450-c1912-S216896591-15.SAT.shuffled.cnf.xz	022e05157f3057a9888a85eb94a26d3a	5194fb30267d4951097c6c081c5a5f69	uniform-random	sat	random_2007	1912	450	28219	0	0	1912	0	0	0	0	0	0	0	944	968	231	254
/nfs/share/instances/gbd/cnf/022fd6b1d5a66e11de5fdb58d51db99c-unif-k3-r4.261-v600-c2556-S1121556476-05.UNSAT.shuffled.cnf.xz	022fd6b1d5a66e11de5fdb58d51db99c	1dd9d4c910c21555cf6146a9853090d6	uniform-random	unsat	random_2007	2556	600	38297	0	0	2556	0	0	0	0	0	0	0	1303	1253	326	328
/nfs/share/instances/gbd/cnf/0230774d18baa0fb8e3267dcac0014f3-49-126600.cnf.xz	0230774d18baa0fb8e3267dcac0014f3	c301e54afc1313c9381e768cd9e05aed	station-repacking	unknown	None	741137	30041	11422924	3	739738	1	1	4	3	0	9	3	1375	739741	1399	1399	739738
/nfs/share/instances/gbd/cnf/0232a4f59601e7a78fa29e06d5091764-59-133416.cnf.xz	0232a4f59601e7a78fa29e06d5091764	8b2e1784575f08e9ea09a35cb39b3e0b	station-repacking	unknown	None	912715	33436	14115786	3	911157	1	1	6	2	0	9	3	1533	911160	1558	1558	911157
/nfs/share/instances/gbd/cnf/02393be00525d205cbe0b6ca8ed22f48-OKgenerator_s0=32s1=14n=8000l=3cp=33600-Dnr0=0nr1=5-o.shuffled-as.sat05-1694.cnf.xz	02393be00525d205cbe0b6ca8ed22f48	5d9868be5eac2ed1b601c5c47487cf8c	random	unknown	random_2005	33600	8000	607656	0	0	33600	0	0	0	0	0	0	0	16796	16804	4220	4166
/nfs/share/instances/gbd/cnf/023e522c9160d4d1584c5ce1a6ce48d1-5cnf_4100_4100_50f5.shuffled.cnf.xz	023e522c9160d4d1584c5ce1a6ce48d1	a544d91723cafae6a206ab7045ae1fef	random	unknown	random_2002	820	50	14560	0	0	7	141	672	0	0	0	0	0	175	178	27	32
/nfs/share/instances/gbd/cnf/02404a08ea36dd43362bbddc578c839d-ctl_4201_555_unsat.cnf.xz	02404a08ea36dd43362bbddc578c839d	d3a608c89278d7ac35aae1e509caffb7	scheduling	unsat	anni_2022	144538	17374	2973501	0	30642	35165	78731	0	0	0	0	0	0	44804	44799	3420	3426
/nfs/share/instances/gbd/cnf/0240f5bddc39ad2f0a786c811fc434a8-SC21_Timetable_C_542_E_71_Cl_36_S_35.cnf.xz	0240f5bddc39ad2f0a786c811fc434a8	0cd2aea85d4aaf9b304e97c60779d472	scheduling	sat	anni_2022	2770358	395916	61258233	2514	558742	2182828	22682	180	36	0	578	0	2798	2708948	376939	5178	264831
/nfs/share/instances/gbd/cnf/0241f35c5752768d2b0580533d143a14-53-131587.cnf.xz	0241f35c5752768d2b0580533d143a14	0512de646a4a96e70c24d03bd7b7db08	station-repacking	sat	anni_2022	834735	31983	12894127	3	833246	1	1	4	2	0	9	5	1464	833249	1489	1489	833246
/nfs/share/instances/gbd/cnf/0246c609c3a0f893028313b2291dac7c-47-133761.cnf.xz	0246c609c3a0f893028313b2291dac7c	2af6a2f1e2c0d74d561cb30ed3c10b07	station-repacking	unknown	None	898033	33173	13889053	3	896487	1	1	5	3	0	10	4	1519	896490	1546	1546	896487
/nfs/share/instances/gbd/cnf/024750eb1d45dbe3c081ff3372fff5be-49-23534.cnf.xz	024750eb1d45dbe3c081ff3372fff5be	a752f1a9f803bb423b06948e15cf962e	station-repacking	unknown	None	188008	11620	2705533	3	187472	1	0	2	1	0	2	0	527	187475	536	536	187472
/nfs/share/instances/gbd/cnf/024af9416f8c1dad1b4f974757e38d51-8-5-6.cnf.xz	024af9416f8c1dad1b4f974757e38d51	24db3ea20dd1fd354161c3e144dd6288	unknown	sat	anni_2022	1752053	74124	37114093	12621	204289	1533780	0	113	82	0	0	10	1158	1705995	176328	2714	97274
/nfs/share/instances/gbd/cnf/024bff5f92c610e530b3756f2ccb037d-45-101800.cnf.xz	024bff5f92c610e530b3756f2ccb037d	81942ffa3d7fed09e751ee36e98b8a7e	station-repacking	unknown	None	463937	23238	7078738	3	462862	1	1	3	2	0	8	1	1056	462865	1075	1075	462862
/nfs/share/instances/gbd/cnf/024d71cebfe2f5c3b574e2482b2c7b66-unif-k3-r4.2-v4000-c16800-S1946534526-16.cnf.xz	024d71cebfe2f5c3b574e2482b2c7b66	99b859459592bf32b11a210db9c432f8	uniform-random	unknown	random_2007	16800	4000	296767	0	0	16800	0	0	0	0	0	0	0	8381	8419	2044	2076
/nfs/share/instances/gbd/cnf/024ea469a7c368eadf441544cae9f90c-60-124891.cnf.xz	024ea469a7c368eadf441544cae9f90c	6a403552b183af427d1b2362509a0f64	station-repacking	unknown	None	698757	29130	10763189	3	697400	1	1	4	2	0	8	4	1334	697403	1357	1357	697400
/nfs/share/instances/gbd/cnf/02505bcdae17368b0b44efe673160eda-bench_5114.smt2.cnf.xz	02505bcdae17368b0b44efe673160eda	b8df0e46dc12bad30eb57f839586619f	agile	sat	agile_2016	77471	21678	1395120	101	23196	52136	1971	0	1	61	4	0	1	39528	49338	16933	8766
/nfs/share/instances/gbd/cnf/0257941d88a81ef2839a94587d03e87f-59-74078.cnf.xz	0257941d88a81ef2839a94587d03e87f	2f8d0052e15a02f62adac77f331d1b26	station-repacking	unknown	None	307136	18002	4639068	3	306301	1	1	3	1	0	5	1	820	306304	835	835	306301
/nfs/share/instances/gbd/cnf/025890af6c6f91ea4e405dbccab6be90-b2005-p2-12x12c10h7-Ser7-0.cnf.xz	025890af6c6f91ea4e405dbccab6be90	bd3b946b6522fa22d173b83e722a1e9a	edge-matching	unknown	main_2021	19274253	64359	389732188	2170	1078561	17930211	248089	9327	4895	0	600	200	200	19149876	246963	1557	18485561
/nfs/share/instances/gbd/cnf/025b05bcc900fa8e2675ba23c6e6d454-okgen-c1300-v650-s1509540531-1509540531.cnf.xz	025b05bcc900fa8e2675ba23c6e6d454	27185b3f3e42ca4fc189dae00838b535	random	unknown	random_2002	1300	650	19572	0	0	1300	0	0	0	0	0	0	0	680	620	164	160
/nfs/share/instances/gbd/cnf/025b4355cf82995a0c901b109bb2be55-bench_5103.smt2.cnf.xz	025b4355cf82995a0c901b109bb2be55	f4ef1d87f2a912eff28e51f94fbb715f	agile	unsat	agile_2016	10974	3127	164345	25	4776	5592	573	0	0	0	5	0	3	5905	6822	3557	1036
/nfs/share/instances/gbd/cnf/025fe6b9b2e74c53011badb9f2c79976-47-120087.cnf.xz	025fe6b9b2e74c53011badb9f2c79976	80a386bd4a606f4593a6a4b0ff3d5afb	station-repacking	unknown	None	643914	27917	9893520	3	642618	1	1	4	2	0	9	3	1273	642621	1296	1296	642618
/nfs/share/instances/gbd/cnf/02609dfe236c0c2beeac79e61cbe6151-12pipe_12_ooo_q0_T0.cnf.xz	02609dfe236c0c2beeac79e61cbe6151	989cce1ef16ef04e29589976e29c235b	hardware-verification	unknown	None	4206416	144721	90552084	1	3868470	269033	773	582	489	808	855	913	64492	4012718	511014	248	3485949
/nfs/share/instances/gbd/cnf/0261b44c278c36459061c368aa00575a-EDP3-12000.cnf.xz	0261b44c278c36459061c368aa00575a	582f536405fcb8df991431b4084b23b7	erdos-discrepancy	sat	anni_2022	750397	100282	15106627	0	125423	518692	106282	0	0	0	0	0	0	437910	437910	47141	47141
/nfs/share/instances/gbd/cnf/02627689047d06fbb642eef14768d751-ps_200_300_70.cnf.xz	02627689047d06fbb642eef14768d751	27b1edece5e3a30d93ad05a3a97abb60	cellular-automata	unsat	anni_2022	1533706	312901	39552510	0	286200	687506	319003	232997	8000	0	0	0	0	745903	599400	120802	247603
/nfs/share/instances/gbd/cnf/0262e0507796703aeed95b8eb6346828-md4__zeroOut_19__freeIn_23__seed_0.cnf.xz	0262e0507796703aeed95b8eb6346828	9da6238cf75f591b96f76faff932f973	cryptography	sat	None	121197	7089	3737329	701	696	11088	11368	25152	43392	28800	0	0	0	27429	25945	333	6324
/nfs/share/instances/gbd/cnf/0265448c232e3a25aa5bcd29b1b14567-x9-10051.sat.sanitized.cnf.xz	0265448c232e3a25aa5bcd29b1b14567	b7dae5f3dca8186031e39890756c2ec0	hamiltonian	unsat	main_2024	4498	500	55762	0	4098	0	98	204	98	0	0	0	0	4098	400	400	4098
/nfs/share/instances/gbd/cnf/026697efcbda72c2263c11b12cd22677-fpu3-problem.dimacs_18.filtered.cnf.xz	026697efcbda72c2263c11b12cd22677	4f53005a3f2322fa17ebc02922b7e292	design-debugging	unsat	None	410963	120074	7777157	907	175654	228582	5820	0	0	0	0	0	0	271181	299651	8725	22692
/nfs/share/instances/gbd/cnf/026c28cff76457b2fa8eba99520a0f9a-unif2p-p0.9-v1170-c4235-S1138392605-05-UNKNOWN.cnf.xz	026c28cff76457b2fa8eba99520a0f9a	07fc8b163bc4ad23d0a8978517d6247a	uniform-random	unknown	random_2007	4234	1170	64322	0	423	3811	0	0	0	0	0	0	0	2224	2207	579	620
/nfs/share/instances/gbd/cnf/026d5d5889dc62956ad30fa3a6ed61e4-56-108570.cnf.xz	026d5d5889dc62956ad30fa3a6ed61e4	f724fc23cfdc80349711bb510df63542	station-repacking	unknown	None	548150	25502	8393750	3	546967	1	1	4	2	0	9	2	1161	546970	1183	1183	546967
/nfs/share/instances/gbd/cnf/0272edf70e38a36b32b924ceb16c7156-49-120481.cnf.xz	0272edf70e38a36b32b924ceb16c7156	db89698586bd1dd20abe364307482e15	station-repacking	unknown	None	694674	29092	10690548	3	693322	1	1	4	3	0	9	3	1328	693325	1352	1352	693322
/nfs/share/instances/gbd/cnf/027330866147a897c5c9b5d4d47d28cb-44-123759.cnf.xz	027330866147a897c5c9b5d4d47d28cb	2849b1d99c32fb61235c71e3c0ac79d5	station-repacking	unknown	None	718033	29678	11062855	3	716652	1	1	4	2	0	9	2	1359	716655	1381	1381	716652
/nfs/share/instances/gbd/cnf/0275407378707ad9eed2f8b30386a789-bench_5463.smt2.cnf.xz	0275407378707ad9eed2f8b30386a789	fedb729527c6e7399f25e33804e12ef9	agile	sat	agile_2016	77513	21678	1396238	92	23223	52133	1974	0	3	85	2	0	1	39532	49352	16942	8768
/nfs/share/instances/gbd/cnf/027761d107a7927810afd569bfd81a4e-okgen-c2925-v450-s267765658-267765658.cnf.xz	027761d107a7927810afd569bfd81a4e	dc375270081385ca0b6d6cb76fcb0e03	random	unknown	random_2002	2925	450	43135	0	0	2925	0	0	0	0	0	0	0	1479	1446	385	355
/nfs/share/instances/gbd/cnf/0278eee117c3821771e2d18d710a89ad-equilarge_l5.sat05-522.reshuffled-07.cnf.xz	0278eee117c3821771e2d18d710a89ad	876f9f53125a09ce7d420dd8d73c5ef2	equivalence-chain	unknown	anni_2022	18519	4478	322637	0	1355	17164	0	0	0	0	0	0	0	9582	9623	2504	2459
/nfs/share/instances/gbd/cnf/027b35979bc619b89cad395d958b3270-43-100044.cnf.xz	027b35979bc619b89cad395d958b3270	09b78fbd6a70eee42055765291540832	station-repacking	unknown	None	466919	23313	7123617	3	465841	1	1	4	2	0	7	1	1059	465844	1078	1078	465841
/nfs/share/instances/gbd/cnf/027dd75e80e8fd4374ed8eec187f956a-bench_138.smt2.cnf.xz	027dd75e80e8fd4374ed8eec187f956a	685494acba1e4fd027c174e4418d2c2e	agile	unsat	agile_2016	5347	1592	80971	2	1573	3708	35	0	0	0	14	0	15	2652	3905	574	719
/nfs/share/instances/gbd/cnf/0286e90d6f0176c6f49ca4b6d0c08dff-46-128169.cnf.xz	0286e90d6f0176c6f49ca4b6d0c08dff	9a486fb34862ce5a5646f7b753415fd7	station-repacking	unknown	None	733397	30087	11311703	3	731994	1	1	4	2	0	9	5	1378	731997	1403	1403	731994
/nfs/share/instances/gbd/cnf/028d0cc7af63e9bba5795f20e24db4f6-pyhala-braun-sat-35-4-04.shuffled.cnf.xz	028d0cc7af63e9bba5795f20e24db4f6	60d9b7ee8c58b2f8f6ad4273aa7311bd	prime-factoring	sat	anni_2022	24320	7383	385481	73	9864	14383	0	0	0	0	0	0	0	14640	14625	4339	4330
/nfs/share/instances/gbd/cnf/028d1cef617dc62904ce9a7718081d4b-bench_16585.smt2.cnf.xz	028d1cef617dc62904ce9a7718081d4b	c20a701f7d8034bf86bf00dfeeae9128	agile	unsat	agile_2017	2708378	763919	57189354	5448	988848	1603946	110018	0	0	0	0	0	118	1553087	1490625	909641	231372
/nfs/share/instances/gbd/cnf/0291268a34c2d681dbed04f2c169fa9f-UNSAT_MS_sat_nurikabe_p16.pddl_85.cnf.xz	0291268a34c2d681dbed04f2c169fa9f	b366d16566664534070173222c516f3c	planning	unknown	planning_2020	109206672	9538112	2394962113	2327	101995410	3522995	3512880	340	1700	510	1020	0	169490	105508407	56592267	2326	49103736
/nfs/share/instances/gbd/cnf/0294158664d9ada36bd23fbb652cb823-smtlib-qfbv-aigs-countbits128-tseitin.cnf.xz	0294158664d9ada36bd23fbb652cb823	2b56e70d6b1f775b02af386d921dfa8a	bitvector	unsat	anni_2022	287045	95810	4895603	2	191362	95681	0	0	0	0	0	0	0	222998	143959	47406	111453
/nfs/share/instances/gbd/cnf/029769d31380aed4e9915d27c73d18d6-bench_7933.smt2.cnf.xz	029769d31380aed4e9915d27c73d18d6	4706445dcbbe29eb8036e5c5efbb9ab3	agile	unsat	agile_2016	18551	5343	288376	37	7455	10311	738	0	0	0	10	0	0	9565	12150	5221	2027
/nfs/share/instances/gbd/cnf/0297c2a35f116ffd5382aea5b421e6df-Urquhart-s3-b3.shuffled-as.sat03-1556.cnf.xz	0297c2a35f116ffd5382aea5b421e6df	fbf146c7b436dccb78ae1b3c1a31b549	tseitin-formulas	unsat	anni_2022	376	45	7916	0	0	8	32	80	192	64	0	0	0	75	57	9	5
/nfs/share/instances/gbd/cnf/0299da6b2088736e46a6ebf067804596-unif-k3-r4.25-v560-c2380-S1876865608-086.cnf.xz	0299da6b2088736e46a6ebf067804596	9932f9f51e16a48f8e09a8fd27748601	uniform-random	sat	random_2009	2380	560	35505	0	0	2380	0	0	0	0	0	0	0	1227	1153	291	318
/nfs/share/instances/gbd/cnf/029a78f54a28bab5de0ac9ea07823e74-43-134139.cnf.xz	029a78f54a28bab5de0ac9ea07823e74	b518ac4665ab70245f121ce589d85706	station-repacking	unknown	None	812817	31561	12547947	3	811347	1	1	5	2	0	9	4	1445	811350	1470	1470	811347
/nfs/share/instances/gbd/cnf/029cf5345cbde37e75d11fe7c9f07ded-53-125875.cnf.xz	029cf5345cbde37e75d11fe7c9f07ded	f6d4745d6e0bfe1d0e50b1d6091a9eab	station-repacking	unknown	None	742856	30081	11448338	3	741456	1	1	4	2	0	9	4	1376	741459	1400	1400	741456
/nfs/share/instances/gbd/cnf/029ef821bff942b1be483e35b4256d79-unif-k7-r61.0-v50000-c3050000-S6737058358718563174.cnf.xz	029ef821bff942b1be483e35b4256d79	19b848bb47f542e3b708a4b1c377d1bb	uniform-random	unknown	random_2014	3050000	50000	140128548	0	0	0	0	0	0	3050000	0	0	0	190779	190508	24099	23818
/nfs/share/instances/gbd/cnf/029f943a34e4b12fa59c6a3664e481bb-41-118297.cnf.xz	029f943a34e4b12fa59c6a3664e481bb	1b613be28dc5b1696a0cd77e560a1f2d	station-repacking	unknown	None	679436	28641	10454628	3	678105	1	1	4	2	0	8	4	1308	678108	1331	1331	678105
/nfs/share/instances/gbd/cnf/02a5d44d0559dc046e591dd8c10f2c10-rphp_p100_r100.cnf.xz	02a5d44d0559dc046e591dd8c10f2c10	f5a6bafdeed7528b8d6080f0f25c8a9a	relativized-pigeon-hole	unknown	submissions_2022	995250	20000	21769789	0	505000	0	490050	0	0	0	0	0	200	995050	10200	100	985050
/nfs/share/instances/gbd/cnf/02aa8df7d5f231c1fa8c138bf71881b8-fla-qhid-420-3.cnf.xz	02aa8df7d5f231c1fa8c138bf71881b8	1b6e0917948329dda7cb118727373d27	random-planted-solution	sat	random_2017	2310	420	33798	0	0	2310	0	0	0	0	0	0	0	1094	1216	310	258
/nfs/share/instances/gbd/cnf/02aab5b634bc3b1de8567a15f468dd53-50-105833.cnf.xz	02aab5b634bc3b1de8567a15f468dd53	e1944ef7985af109ebe032ed48bbc234	station-repacking	unknown	None	509614	24600	7786094	3	508477	1	1	4	3	0	6	1	1118	508480	1137	1137	508477
/nfs/share/instances/gbd/cnf/02abb73bd8e7095a9f18f82d8239eb97-unif-k3-r4.267-v11600-c49497-S369478984820784143.cnf.xz	02abb73bd8e7095a9f18f82d8239eb97	0a74df0d6831b0e1f43e5be80ce31625	uniform-random	unknown	random_2016	49497	11600	921872	0	0	49497	0	0	0	0	0	0	0	24759	24738	6174	6110
/nfs/share/instances/gbd/cnf/02ad1665470545464a4d28a0d4b94570-bench_10614.smt2.cnf.xz	02ad1665470545464a4d28a0d4b94570	9aeccdd4ea6f2b7a5b5eed00b9cd616d	agile	unsat	agile_2016	190228	55224	3535809	1107	68604	113937	6570	0	0	1	8	1	0	102767	112274	58248	21710
/nfs/share/instances/gbd/cnf/02ad294c09a41578dac649a64b6aadd6-unif-k3-r4.26-v400-c1704-S1409021001-079.UNKNOWN.cnf.xz	02ad294c09a41578dac649a64b6aadd6	f7891053b28fd67199d5215af147d51b	uniform-random	unknown	random_2011	1704	400	25047	0	0	1704	0	0	0	0	0	0	0	894	810	195	227
/nfs/share/instances/gbd/cnf/02ae49a7f45355f52f90208a8ba5164d-53-120210.cnf.xz	02ae49a7f45355f52f90208a8ba5164d	0785bf93e594f4edcf50e960849c50b4	station-repacking	unknown	None	705768	29279	10865682	3	704406	1	1	4	2	0	9	4	1338	704409	1362	1362	704406
/nfs/share/instances/gbd/cnf/02ae8832f0c2821eef1e72d3df540a22-48-121115.cnf.xz	02ae8832f0c2821eef1e72d3df540a22	7d6c693625044fe36f8518e861e62c66	station-repacking	unknown	None	684771	28957	10544302	3	683423	1	1	3	2	0	10	3	1325	683426	1348	1348	683423
/nfs/share/instances/gbd/cnf/02b0ba33fc854c843c151f951be44010-bench_11194.smt2.cnf.xz	02b0ba33fc854c843c151f951be44010	e03e33d179dc114422392e7a8f2bba33	agile	unsat	agile_2016	10976	3127	164375	25	4778	5590	575	0	0	0	5	0	3	5909	6818	3557	1035
/nfs/share/instances/gbd/cnf/02b385a378c232c0671c7ccae533ddfb-bench_17739.smt2.cnf.xz	02b385a378c232c0671c7ccae533ddfb	d0b23b5b1557f03f7e03e54be6f68996	agile	sat	agile_2017	4539368	1263074	99146553	6921	1624889	2721693	185716	0	2	1	2	0	144	2556992	2520946	1475658	392578
/nfs/share/instances/gbd/cnf/02b3ef3c69fd77ed8ef830f4256b0022-41-114703.cnf.xz	02b3ef3c69fd77ed8ef830f4256b0022	655553619ba73d61d6ec96b0f840fde6	station-repacking	unknown	None	615904	27154	9457308	3	614644	1	1	4	2	0	8	4	1237	614647	1260	1260	614644
/nfs/share/instances/gbd/cnf/02b60dfe8004125530bfd1b4d055dc6b-43-122695.cnf.xz	02b60dfe8004125530bfd1b4d055dc6b	8e06b4d6607be92393b7f8ae6c474c26	station-repacking	unknown	None	646258	28101	9936987	3	644951	1	1	4	2	0	9	4	1283	644954	1307	1307	644951
/nfs/share/instances/gbd/cnf/02b69d0e5c2b68d5c3d650164b6c277d-Q3inK08.cnf.xz	02b69d0e5c2b68d5c3d650164b6c277d	46200d8895ab0e1d5dea45c7202fa65f	ramseycube	sat	anni_2022	1680	28	66000	0	0	0	0	0	0	0	0	0	1680	840	840	840	840
/nfs/share/instances/gbd/cnf/02bc149bbe801807912f651c7bad3e74-dead-dnd008.shuffled-as.sat05-3114.cnf.xz	02bc149bbe801807912f651c7bad3e74	e3e114b6432d2f460894bc54133d020f	quasigroup-completion	unsat	anni_2022	14917	1568	379277	35	1079	8706	292	368	444	543	912	680	1858	5775	5223	1310	1578
/nfs/share/instances/gbd/cnf/02c18b0862662b066404f55c815e459b-49-120249.cnf.xz	02c18b0862662b066404f55c815e459b	0db681f07ea6dd2b328a3c0cc327afe8	station-repacking	unknown	None	694716	29092	10691323	3	693364	1	1	4	3	0	9	3	1328	693367	1352	1352	693364
/nfs/share/instances/gbd/cnf/02c1c6307289afd9f6ac81979b251df2-sha256__zeroOut_04__freeIn_08__seed_1.cnf.xz	02c1c6307289afd9f6ac81979b251df2	408769150215a9f104d276d41e09c909	cryptography	sat	None	618749	37633	23246871	2813	656	55024	120048	64368	60000	225600	90240	0	0	150221	140485	1350	8223
/nfs/share/instances/gbd/cnf/02c1d1c6fb0c6558032f7b5f115702cf-60-135765.cnf.xz	02c1d1c6fb0c6558032f7b5f115702cf	5aea861981b7796ef1d74f3f8e9f8a0e	station-repacking	unknown	None	972559	34702	15058965	3	970944	2	1	4	3	0	8	4	1590	970947	1615	1615	970944
/nfs/share/instances/gbd/cnf/02c23ebafea72bcb7135ab806aa3e1a6-power2sum.8684.smt2.cnf.xz	02c23ebafea72bcb7135ab806aa3e1a6	78d809993847711b06d40c09f3d4d848	bitvector	unsat	None	607796	208387	11625814	8	312568	295220	0	0	0	0	0	0	0	416779	373353	34743	156292
/nfs/share/instances/gbd/cnf/02c3dfc0e9c16c69a66b5b7412e512ef-bench_16473.smt2.cnf.xz	02c3dfc0e9c16c69a66b5b7412e512ef	0866ad9b36bb074141d38bfc27b6d76c	agile	unsat	agile_2017	4640604	1282756	105979903	1572	1179028	3384477	75444	1	0	1	57	0	24	2052320	3253376	692530	685822
/nfs/share/instances/gbd/cnf/02c3f1d24074cba45a64d0b4b5aa0238-g2-hwmcc15deep-bobpcihm-k32.cnf.xz	02c3f1d24074cba45a64d0b4b5aa0238	3422555691690e6b21b7f6d785333558	miter	unsat	anni_2022	566667	204319	10383402	1	376316	190350	0	0	0	0	0	0	0	419996	292638	84737	230351
/nfs/share/instances/gbd/cnf/02c6fe8483e4f4474b7ac9731772535d-ncc_none_7047_6_3_3_0_0_420.cnf.xz	02c6fe8483e4f4474b7ac9731772535d	669dec4994a317046dc50dc5dadac838	core-based-generator	unsat	anni_2022	5359707	1484350	136209844	0	8774	5338314	5075	497	0	0	0	0	7047	2678319	2675423	332984	339156
/nfs/share/instances/gbd/cnf/02cba4bd89eb7ecbf0f063c4c4fef7d6-unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled.cnf.xz	02cba4bd89eb7ecbf0f063c4c4fef7d6	974b338e97796699d6dea55cf8878ccf	uniform-random	sat	random_2007	2769	130	56195	0	0	0	0	2769	0	0	0	0	0	547	496	76	86
/nfs/share/instances/gbd/cnf/02ce47de081045ece3d651b805235346-unif-k3-r4.267-v2000-c8534-S8225079748202723969.cnf.xz	02ce47de081045ece3d651b805235346	b736583617f5343eb9aeec8a67156eb1	uniform-random	unknown	random_2012	8534	2000	143418	0	0	8534	0	0	0	0	0	0	0	4228	4306	1056	1002
/nfs/share/instances/gbd/cnf/02cf287a41c2cc7a79c682495df002d4-45-119646.cnf.xz	02cf287a41c2cc7a79c682495df002d4	157510daaa45c014edb1604f6091e73e	station-repacking	unknown	None	727092	29822	11205605	3	725704	1	1	3	2	0	9	3	1366	725707	1388	1388	725704
/nfs/share/instances/gbd/cnf/02cf500db31aa951989bf4947d9165e5-bench_2694.smt2.cnf.xz	02cf500db31aa951989bf4947d9165e5	e185a6be539e04d37ee0152e03354937	agile	unsat	agile_2016	11187	3188	167670	24	4911	5645	599	0	0	0	5	0	3	6025	6968	3638	1038
/nfs/share/instances/gbd/cnf/02cfa5a71b5c89a1b10b5f5a5221ed05-clauses-8.cnf.xz	02cfa5a71b5c89a1b10b5f5a5221ed05	940f339954500ab3c9392d2cb5f29d43	alloy-vpn-models	sat	anni_2022	5687554	1461772	116930745	1	4325673	961281	11051	354960	14	9	0	0	34565	4712838	4312240	940583	407913
/nfs/share/instances/gbd/cnf/02cff9bea08ed95b701d23e743e2ce13-unif-k4-r9.931-v185-c1837-S4628723751657252146.cnf.xz	02cff9bea08ed95b701d23e743e2ce13	5306e9eacd2194d4880b1de7df60aa2e	uniform-random	unsat	random_2013	1837	185	32396	0	0	0	1837	0	0	0	0	0	0	566	588	124	106
/nfs/share/instances/gbd/cnf/02d15c71f00ba4808c8efff0ed6d71ce-bench_10058.smt2.cnf.xz	02d15c71f00ba4808c8efff0ed6d71ce	3916fbdb7476142274f147f3b46b6cee	agile	unsat	agile_2016	18631	5372	289597	19	7556	10273	773	0	0	0	10	0	0	9621	12114	5363	1996
/nfs/share/instances/gbd/cnf/02d4f72ae5dd9be8edcd3bff7e63f8ad-bench_2875.smt2.cnf.xz	02d4f72ae5dd9be8edcd3bff7e63f8ad	8eef4438209f9bb2d188ede678601f75	agile	sat	agile_2016	105411	30031	1916610	443	34308	67469	3098	0	3	86	0	0	4	58455	63634	26471	9636
/nfs/share/instances/gbd/cnf/02d8847ee38504792705d794eb93e9a7-traffic_b_unsat.cnf.xz	02d8847ee38504792705d794eb93e9a7	ac0166de8f64dc4c57894bc74364bf97	scheduling	unsat	anni_2022	742909	26061	18699172	0	44599	90788	607522	0	0	0	0	0	0	85126	85125	4864	4871
